# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "exon" "-g" "Name" "-a" "NCTC8325.gff3.gz" "-o" "counts.tsv" "SRR935091.sorted.bam" "SRR935090.sorted.bam" "SRR935092.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR935091.sorted.bam	SRR935090.sorted.bam	SRR935092.sorted.bam
ABD30865-1	Chromosome	1693829	1696459	-	2631	23	5	17
ABD30866-1	Chromosome	1696753	1698240	-	1488	2	0	1
ABD30867-1	Chromosome	1698739	1700400	-	1662	1	4	6
ABD30868-1	Chromosome	1700400	1701104	-	705	0	1	0
ABD32057-1	Chromosome	1701056	1701274	+	219	0	0	0
ABD30869-1	Chromosome	1701494	1702762	-	1269	3	0	0
ABD30870-1	Chromosome	1702811	1703668	-	858	0	1	3
ABD30871-1	Chromosome	1704280	1705641	+	1362	3	15	26
ABD30872-1	Chromosome	1705674	1706480	-	807	0	0	0
ABD30873-1	Chromosome	1706498	1707325	-	828	0	0	0
ABD30874-1	Chromosome	1707966	1709723	-	1758	12	40	98
ABD30875-1	Chromosome	1709745	1710668	-	924	0	17	30
ABD30876-1	Chromosome	1710982	1711926	-	945	15	7	17
ABD30877-1	Chromosome	1711926	1712783	-	858	11	8	17
ABD30878-1	Chromosome	1712978	1714207	-	1230	11	9	25
ABD30879-1	Chromosome	1714657	1717854	-	3198	1	9	14
ABD30880-1	Chromosome	1717875	1718816	-	942	1	4	4
ABD30881-1	Chromosome	1719077	1720375	-	1299	1	2	4
ABD30882-1	Chromosome	1720580	1720993	+	414	0	4	10
ABD30883-1	Chromosome	1721298	1721987	-	690	2	2	4
ABD30884-1	Chromosome	1722162	1723217	+	1056	5	2	5
ABD30885-1	Chromosome	1723311	1723409	-	99	0	0	0
ABD30886-1	Chromosome	1723533	1724651	-	1119	0	3	1
ABD30887-1	Chromosome	1724792	1725292	+	501	5	9	3
ABD30888-1	Chromosome	1725538	1726740	-	1203	1	22	49
ABD30889-1	Chromosome	1726828	1727775	-	948	0	3	6
ABD30890-1	Chromosome	1727898	1728392	-	495	1	9	20
ABD30891-1	Chromosome	1728490	1729260	-	771	0	1	1
ABD30892-1	Chromosome	1729304	1730527	-	1224	1	4	3
ABD30893-1	Chromosome	1730527	1731675	-	1149	0	2	3
ABD30894-1	Chromosome	1731824	1731964	+	141	0	0	0
ABD30895-1	Chromosome	1732038	1733732	-	1695	22	27	37
ABD30896-1	Chromosome	1733869	1734333	+	465	0	3	6
ABD30897-1	Chromosome	1734577	1735179	+	603	16	81	134
ABD32058-1	Chromosome	1735252	1735506	+	255	0	0	0
ABD30898-1	Chromosome	1735395	1736138	-	744	0	2	0
ABD30899-1	Chromosome	1736218	1736664	+	447	1	0	0
ABD30900-1	Chromosome	1736778	1737938	+	1161	0	0	0
ABD30901-1	Chromosome	1737925	1739529	+	1605	0	3	0
ABD30902-1	Chromosome	1739623	1739718	+	96	0	0	0
ABD30903-1	Chromosome	1739679	1740809	-	1131	1	1	0
ABD30904-1	Chromosome	1740916	1742382	-	1467	7	6	9
ABD30905-1	Chromosome	1742510	1743127	-	618	5	1	2
ABD30906-1	Chromosome	1743299	1744573	+	1275	1	8	15
ABD30907-1	Chromosome	1744667	1745929	-	1263	7	6	11
ABD30908-1	Chromosome	1746311	1747216	+	906	0	1	1
ABD30909-1	Chromosome	1747196	1747288	-	93	0	0	0
ABD30910-1	Chromosome	1747419	1750106	-	2688	0	0	0
ABD30911-1	Chromosome	1750105	1750194	+	90	0	0	0
EBG00001047368-1	Chromosome	1750160	1750217	-	58	0	0	0
ABD30912-1	Chromosome	1750440	1752107	-	1668	1	9	22
ABD30913-1	Chromosome	1752547	1754253	-	1707	0	0	0
ABD30914-1	Chromosome	1754422	1755054	+	633	0	0	1
ABD30915-1	Chromosome	1755079	1756248	+	1170	0	0	0
ABD30916-1	Chromosome	1756346	1757335	-	990	2	12	7
ABD30917-1	Chromosome	1757408	1757521	-	114	0	0	0
ABD30918-1	Chromosome	1757875	1758966	-	1092	2	5	2
ABD30919-1	Chromosome	1759427	1759531	-	105	0	0	0
ABD30920-1	Chromosome	1759666	1761183	-	1518	3	4	11
ABD30921-1	Chromosome	1761257	1761748	-	492	1	8	22
ABD30922-1	Chromosome	1761822	1763135	-	1314	4	17	28
ABD30923-1	Chromosome	1763159	1766983	-	3825	3	25	51
ABD30924-1	Chromosome	1767004	1767600	-	597	2	1	6
ABD30925-1	Chromosome	1767629	1768486	-	858	1	2	4
ABD30926-1	Chromosome	1768586	1768897	-	312	0	2	0
ABD30927-1	Chromosome	1768962	1770038	-	1077	1	2	2
ABD30928-1	Chromosome	1770125	1770436	+	312	1	1	10
ABD30929-1	Chromosome	1770561	1771403	-	843	8	2	2
EBG00001047384-1	Chromosome	1771670	1771728	-	59	0	0	0
ABD30930-1	Chromosome	1771873	1772517	-	645	1	5	21
ABD30931-1	Chromosome	1772532	1773257	-	726	5	15	18
ABD30932-1	Chromosome	1773873	1774721	-	849	2	2	10
ABD30933-1	Chromosome	1774725	1776134	-	1410	3	10	12
ABD30934-1	Chromosome	1776998	1777420	-	423	0	0	2
ABD30935-1	Chromosome	1777437	1778132	-	696	1	4	7
ABD30936-1	Chromosome	1778129	1779790	-	1662	2	4	7
ABD30937-1	Chromosome	1780197	1781465	+	1269	0	0	1
ABD30938-1	Chromosome	1781582	1788142	-	6561	1	0	0
ABD30939-1	Chromosome	1788485	1788796	-	312	1	1	0
ABD30940-1	Chromosome	1788818	1791235	-	2418	7	14	21
ABD30941-1	Chromosome	1791523	1792704	-	1182	0	3	2
ABD30942-1	Chromosome	1792814	1793767	+	954	1	6	7
ABD30943-1	Chromosome	1793764	1794327	+	564	2	3	6
ABD30944-1	Chromosome	1794447	1794848	-	402	4	8	9
ABD30945-1	Chromosome	1795368	1795592	-	225	0	0	1
ABD30946-1	Chromosome	1795589	1796080	-	492	0	0	0
ABD30947-1	Chromosome	1796427	1797254	-	828	1	2	9
ABD30948-1	Chromosome	1797257	1797376	-	120	0	0	0
ABD30949-1	Chromosome	1797488	1798489	+	1002	0	4	0
ABD30950-1	Chromosome	1798611	1799075	-	465	0	6	5
ABD30951-1	Chromosome	1799088	1800269	-	1182	0	4	9
ABD30952-1	Chromosome	1800280	1800912	-	633	0	8	3
ABD30953-1	Chromosome	1800919	1801923	-	1005	0	9	4
ABD30954-1	Chromosome	1802443	1803945	-	1503	0	0	0
ABD30955-1	Chromosome	1804468	1804782	+	315	1	0	0
ABD30956-1	Chromosome	1804782	1806074	+	1293	1	0	2
ABD30957-1	Chromosome	1806092	1806487	+	396	1	0	0
ABD30958-1	Chromosome	1806782	1807636	-	855	52	13	21
ABD30959-1	Chromosome	1807912	1808136	-	225	1	3	1
ABD30960-1	Chromosome	1808335	1808805	+	471	0	0	0
ABD30961-1	Chromosome	1808918	1809361	+	444	0	1	0
ABD30962-1	Chromosome	1809348	1809791	-	444	0	1	4
ABD30963-1	Chromosome	1810087	1810722	+	636	1	1	1
ABD30964-1	Chromosome	1811162	1811875	-	714	2	11	17
ABD30965-1	Chromosome	1812135	1812437	+	303	1	1	1
ABD30966-1	Chromosome	1812693	1813058	+	366	1	0	0
ABD30967-1	Chromosome	1813055	1813408	+	354	0	0	1
ABD30968-1	Chromosome	1813964	1814788	+	825	0	0	0
ABD30969-1	Chromosome	1814821	1815429	+	609	0	0	0
ABD30970-1	Chromosome	1815492	1816325	-	834	2	0	4
ABD30971-1	Chromosome	1816537	1817445	-	909	3	5	23
ABD30972-1	Chromosome	1817570	1818763	-	1194	7	12	9
ABD30973-1	Chromosome	1819134	1820726	+	1593	0	0	0
ABD30974-1	Chromosome	1820862	1821347	-	486	1	0	0
ABD30975-1	Chromosome	1821722	1822468	-	747	0	0	0
ABD30976-1	Chromosome	1822473	1822946	-	474	1	0	1
ABD30977-1	Chromosome	1823012	1823269	+	258	0	1	1
ABD30978-1	Chromosome	1823266	1824267	-	1002	0	1	1
ABD30979-1	Chromosome	1824272	1825750	-	1479	0	0	3
ABD30980-1	Chromosome	1825909	1826364	-	456	0	0	0
ABD30981-1	Chromosome	1826667	1827317	+	651	0	1	1
ABD30982-1	Chromosome	1827398	1828393	+	996	1	1	1
ABD30983-1	Chromosome	1828469	1829095	+	627	0	0	0
ABD30984-1	Chromosome	1829136	1829480	+	345	0	0	0
ABD30985-1	Chromosome	1829578	1830129	+	552	1	1	0
ABD30986-1	Chromosome	1830347	1830988	-	642	0	1	0
ABD30987-1	Chromosome	1831102	1831287	-	186	0	0	0
ABD30988-1	Chromosome	1831289	1831465	-	177	0	0	0
ABD30989-1	Chromosome	1831476	1831859	-	384	0	1	0
ABD30990-1	Chromosome	1832051	1832260	-	210	1	0	0
ABD30991-1	Chromosome	1832463	1832606	-	144	0	0	0
EBG00001047269-1	Chromosome	1832852	1832946	+	95	1	1	1
ABD30992-1	Chromosome	1833027	1833128	+	102	1	0	0
ABD30993-1	Chromosome	1833476	1833835	-	360	1	0	1
ABD30994-1	Chromosome	1834373	1838485	-	4113	0	0	6
ABD30995-1	Chromosome	1839335	1840534	-	1200	0	1	1
ABD30996-1	Chromosome	1840527	1842266	-	1740	1	0	3
ABD30997-1	Chromosome	1842247	1842381	-	135	0	0	0
ABD30998-1	Chromosome	1842446	1843165	-	720	0	0	0
ABD30999-1	Chromosome	1843316	1844032	-	717	0	1	1
ABD31000-1	Chromosome	1844134	1844241	+	108	0	0	0
ABD31001-1	Chromosome	1844190	1844909	-	720	0	0	0
ABD31002-1	Chromosome	1845030	1845749	-	720	0	0	0
ABD31003-1	Chromosome	1845807	1846529	-	723	0	0	0
ABD31004-1	Chromosome	1846654	1847361	-	708	0	0	0
ABD31005-1	Chromosome	1847797	1848015	-	219	0	0	0
ABD31006-1	Chromosome	1848325	1848891	+	567	0	0	0
ABD31007-1	Chromosome	1849365	1850063	-	699	0	0	0
ABD31008-1	Chromosome	1850060	1850821	-	762	0	0	1
ABD31009-1	Chromosome	1850818	1851510	-	693	1	0	0
ABD31010-1	Chromosome	1851533	1852906	-	1374	0	0	0
ABD31011-1	Chromosome	1852916	1853434	-	519	1	0	0
ABD31012-1	Chromosome	1853450	1854694	-	1245	0	0	0
ABD31013-1	Chromosome	1854687	1857680	-	2994	0	0	0
ABD31014-1	Chromosome	1857745	1857888	-	144	0	0	0
ABD31015-1	Chromosome	1859010	1859993	-	984	0	1	0
ABD31016-1	Chromosome	1859995	1860900	-	906	0	0	0
ABD31017-1	Chromosome	1861729	1862268	+	540	0	0	0
ABD31018-1	Chromosome	1862281	1863069	+	789	0	1	1
SAOUHSC_T00050-1	Chromosome	1864312	1864400	-	89	0	0	0
EBG00001047361-1	Chromosome	1864312	1864400	+	89	0	0	0
EBG00001047203-1	Chromosome	1864455	1864526	+	72	0	0	0
SAOUHSC_T00019-1	Chromosome	1864455	1864526	-	72	0	0	0
SAOUHSC_T0009-1	Chromosome	1864528	1864602	-	75	0	0	0
EBG00001047231-1	Chromosome	1864531	1864602	+	72	0	0	0
SAOUHSC_T00022-1	Chromosome	1864617	1864690	-	74	0	0	0
EBG00001047216-1	Chromosome	1864620	1864690	+	71	0	0	0
SAOUHSC_T00026-1	Chromosome	1864706	1864781	-	76	0	0	0
EBG00001047287-1	Chromosome	1864709	1864781	+	73	0	0	0
SAOUHSC_T00042-1	Chromosome	1864795	1864867	-	73	0	0	0
EBG00001047276-1	Chromosome	1864795	1864867	+	73	0	0	0
SAOUHSC_T00012-1	Chromosome	1864884	1864959	-	76	0	0	0
EBG00001047334-1	Chromosome	1864887	1864959	+	73	0	0	0
SAOUHSC_T00038-1	Chromosome	1864981	1865054	-	74	0	0	0
EBG00001047312-1	Chromosome	1864981	1865054	+	74	0	0	0
ABD31019-1	Chromosome	1865526	1866080	-	555	0	2	0
ABD31020-1	Chromosome	1866174	1866401	+	228	0	1	1
ABD31021-1	Chromosome	1866403	1867803	-	1401	4	6	9
ABD31022-1	Chromosome	1867827	1868750	-	924	3	1	4
ABD31023-1	Chromosome	1868808	1869845	-	1038	0	6	3
ABD31024-1	Chromosome	1869835	1869945	-	111	0	0	0
ABD31025-1	Chromosome	1870108	1870611	+	504	0	10	13
ABD31026-1	Chromosome	1870735	1871958	-	1224	4	9	12
ABD31027-1	Chromosome	1871951	1872691	-	741	6	2	6
ABD31028-1	Chromosome	1872825	1873247	+	423	1	2	9
ABD31029-1	Chromosome	1873389	1873754	+	366	7	3	2
ABD31030-1	Chromosome	1874487	1875044	+	558	0	1	2
ABD31031-1	Chromosome	1875249	1876211	+	963	5	6	24
ABD31032-1	Chromosome	1876332	1877273	-	942	1	10	12
ABD31033-1	Chromosome	1877270	1880206	-	2937	4	12	31
ABD31034-1	Chromosome	1880196	1881392	-	1197	6	5	7
ABD31035-1	Chromosome	1881683	1881781	-	99	0	0	0
ABD31036-1	Chromosome	1882164	1882508	-	345	3	18	62
ABD31037-1	Chromosome	1882577	1883701	-	1125	5	1	3
ABD31038-1	Chromosome	1883880	1884344	-	465	0	7	16
ABD31039-1	Chromosome	1884700	1885323	-	624	1	3	0
ABD31040-1	Chromosome	1885345	1886457	-	1113	0	1	4
ABD31041-1	Chromosome	1886620	1887441	+	822	1	4	4
ABD31042-1	Chromosome	1887904	1889289	-	1386	5	1	8
ABD31043-1	Chromosome	1889485	1889880	-	396	5	3	3
ABD31044-1	Chromosome	1889999	1890361	+	363	0	0	0
ABD31045-1	Chromosome	1890657	1890809	-	153	3	5	0
ABD31046-1	Chromosome	1890834	1891433	-	600	2	1	8
ABD31047-1	Chromosome	1891592	1892062	-	471	2	0	2
ABD31048-1	Chromosome	1892067	1893209	-	1143	2	2	3
ABD31049-1	Chromosome	1893345	1894073	-	729	0	0	1
ABD31050-1	Chromosome	1894060	1895517	-	1458	0	1	0
ABD31051-1	Chromosome	1895775	1896836	-	1062	0	3	4
EBG00001047407-1	Chromosome	1897263	1897320	+	58	0	0	0
ABD31052-1	Chromosome	1897329	1898531	+	1203	1	1	1
SAOUHSC_T00031-1	Chromosome	1898905	1898988	-	84	0	0	0
EBG00001047264-1	Chromosome	1898905	1898988	+	84	0	0	0
SAOUHSC_T00046-1	Chromosome	1899027	1899101	-	75	0	3	1
SAOUHSC_T00047-1	Chromosome	1899115	1899189	-	75	0	0	0
EBG00001047405-1	Chromosome	1899118	1899189	+	72	0	0	0
SAOUHSC_T00023-1	Chromosome	1899205	1899279	-	75	1	2	1
SAOUHSC_T00015-1	Chromosome	1899287	1899360	-	74	0	0	0
EBG00001047300-1	Chromosome	1899290	1899360	+	71	0	0	0
EBG00001047396-1	Chromosome	1899366	1899437	+	72	0	0	0
SAOUHSC_T00016-1	Chromosome	1899366	1899437	-	72	0	0	0
SAOUHSC_T00027-1	Chromosome	1899449	1899521	-	73	0	0	0
EBG00001047271-1	Chromosome	1899449	1899521	+	73	0	0	0
SAOUHSC_T00056-1	Chromosome	1899524	1899597	-	74	0	0	0
EBG00001047399-1	Chromosome	1899527	1899597	+	71	0	0	0
SAOUHSC_T00057-1	Chromosome	1899613	1899693	-	81	0	0	0
EBG00001047400-1	Chromosome	1899613	1899693	+	81	0	0	0
SAOUHSC_T00054-1	Chromosome	1899699	1899774	-	76	0	0	0
EBG00001047319-1	Chromosome	1899702	1899774	+	73	0	0	0
SAOUHSC_T00043-1	Chromosome	1899782	1899854	-	73	0	0	0
EBG00001047219-1	Chromosome	1899782	1899854	+	73	0	0	0
ABD32059-1	Chromosome	1899812	1899976	+	165	0	0	0
SAOUHSC_T00013-1	Chromosome	1899873	1899948	-	76	0	0	0
EBG00001047394-1	Chromosome	1899876	1899948	+	73	0	0	0
SAOUHSC_T00039-1	Chromosome	1899958	1900031	-	74	0	0	0
EBG00001047343-1	Chromosome	1899958	1900031	+	74	0	0	0
SAOUHSC_T00051-1	Chromosome	1900046	1900138	-	93	0	0	0
EBG00001047299-1	Chromosome	1900049	1900138	+	90	0	0	0
ABD32060-1	Chromosome	1900176	1900424	+	249	0	0	0
SAOUHSC_T00014-1	Chromosome	1900177	1900252	-	76	0	0	0
EBG00001047330-1	Chromosome	1900180	1900252	+	73	0	0	0
SAOUHSC_T00052-1	Chromosome	1900263	1900352	-	90	0	0	0
EBG00001047301-1	Chromosome	1900263	1900352	+	90	0	0	0
SAOUHSC_T00040-1	Chromosome	1900362	1900435	-	74	0	0	0
EBG00001047226-1	Chromosome	1900362	1900435	+	74	0	0	0
SAOUHSC_T00041-1	Chromosome	1900461	1900537	-	77	0	0	0
EBG00001047374-1	Chromosome	1900464	1900537	+	74	0	0	0
SAOUHSC_T0002-1	Chromosome	1900559	1900634	-	76	0	0	0
EBG00001047258-1	Chromosome	1900562	1900634	+	73	0	0	0
EBG00001047362-1	Chromosome	1900652	1900725	+	74	0	0	0
SAOUHSC_T00045-1	Chromosome	1900652	1900725	-	74	0	0	0
SAOUHSC_T0007-1	Chromosome	1900735	1900808	-	74	0	0	0
EBG00001047412-1	Chromosome	1900735	1900808	+	74	0	0	0
SAOUHSC_T00032-1	Chromosome	1900827	1900915	-	89	0	0	0
EBG00001047364-1	Chromosome	1900830	1900915	+	86	0	0	0
SAOUHSC_T00024-1	Chromosome	1900926	1901000	-	75	0	0	0
EBG00001047323-1	Chromosome	1900929	1901000	+	72	0	0	0
EBG00001047388-1	Chromosome	1901004	1901085	+	82	0	0	0
SAOUHSC_T00033-1	Chromosome	1901004	1901085	-	82	0	0	0
SAOUHSC_T00036-1	Chromosome	1901089	1901164	-	76	0	0	0
EBG00001047241-1	Chromosome	1901092	1901164	+	73	0	0	0
SAOUHSC_T00055-1	Chromosome	1901170	1901245	-	76	0	0	0
EBG00001047378-1	Chromosome	1901173	1901245	+	73	0	0	0
SAOUHSC_T00060-1	Chromosome	1901262	1901337	-	76	0	0	0
EBG00001047233-1	Chromosome	1901265	1901337	+	73	0	0	0
SAOUHSC_R00013-1	Chromosome	1901349	1901463	-	115	0	0	0
EBG00001047409-1	Chromosome	1901349	1901463	+	115	0	0	0
SAOUHSC_R0008-1	Chromosome	1901536	1904457	-	2922	0	0	0
EBG00001047224-1	Chromosome	1901536	1904457	+	2922	0	0	0
EBG00001047408-1	Chromosome	1902042	1902149	+	108	0	0	0
EBG00001047302-1	Chromosome	1904291	1904445	+	155	0	0	0
SAOUHSC_T0003-1	Chromosome	1904671	1904746	-	76	0	0	0
EBG00001047391-1	Chromosome	1904674	1904746	+	73	0	0	0
ABD32061-1	Chromosome	1904764	1904943	+	180	0	0	0
SAOUHSC_T00028-1	Chromosome	1904765	1904841	-	77	0	0	0
EBG00001047327-1	Chromosome	1904768	1904841	+	74	0	0	0
SAOUHSC_R0003-1	Chromosome	1904931	1906485	-	1555	0	0	0
EBG00001047263-1	Chromosome	1904935	1906479	+	1545	0	0	0
ABD31053-1	Chromosome	1907224	1907670	-	447	2	10	16
ABD31054-1	Chromosome	1907767	1908717	-	951	0	5	5
ABD31055-1	Chromosome	1908723	1909178	-	456	1	2	1
ABD31056-1	Chromosome	1909373	1910548	+	1176	6	3	8
ABD31057-1	Chromosome	1910892	1911935	+	1044	1	4	2
ABD31058-1	Chromosome	1912025	1912117	-	93	1	0	0
ABD31059-1	Chromosome	1912126	1913862	-	1737	4	2	8
ABD31060-1	Chromosome	1914153	1914695	-	543	0	2	5
ABD31061-1	Chromosome	1914997	1916034	-	1038	1	0	2
ABD31062-1	Chromosome	1916186	1917163	+	978	3	2	4
ABD31063-1	Chromosome	1917267	1917497	+	231	0	0	0
ABD31064-1	Chromosome	1917424	1918260	-	837	2	0	3
ABD31065-1	Chromosome	1918269	1919786	-	1518	2	4	9
ABD31066-1	Chromosome	1919801	1920091	-	291	0	0	0
ABD31067-1	Chromosome	1920093	1920911	-	819	0	1	1
ABD31068-1	Chromosome	1921172	1921981	-	810	0	0	3
ABD31069-1	Chromosome	1922322	1922837	-	516	0	3	3
ABD31070-1	Chromosome	1922968	1923129	-	162	0	3	1
ABD31071-1	Chromosome	1923456	1923557	+	102	0	0	0
ABD31072-1	Chromosome	1923883	1924083	-	201	0	0	0
ABD31073-1	Chromosome	1924070	1924180	-	111	0	0	0
ABD31074-1	Chromosome	1924251	1924403	-	153	0	0	0
ABD31075-1	Chromosome	1924647	1926092	-	1446	0	0	0
ABD31076-1	Chromosome	1926073	1926510	-	438	0	0	0
ABD31077-1	Chromosome	1926566	1926961	-	396	0	0	0
ABD31078-1	Chromosome	1926967	1928139	-	1173	0	0	0
ABD31079-1	Chromosome	1928152	1930050	-	1899	0	0	0
ABD31080-1	Chromosome	1930187	1930486	-	300	0	0	0
ABD31081-1	Chromosome	1930526	1930699	-	174	0	0	0
ABD31082-1	Chromosome	1930703	1931080	-	378	0	0	0
ABD31083-1	Chromosome	1931080	1932903	-	1824	0	0	0
ABD31084-1	Chromosome	1932903	1934813	-	1911	0	0	0
ABD31085-1	Chromosome	1934828	1936729	-	1902	0	0	0
ABD31086-1	Chromosome	1936738	1937685	-	948	0	0	0
ABD31087-1	Chromosome	1937698	1941165	-	3468	0	0	0
ABD31088-1	Chromosome	1941182	1941526	-	345	0	0	0
ABD31089-1	Chromosome	1941556	1941921	-	366	0	0	0
ABD31090-1	Chromosome	1941983	1942564	-	582	0	0	0
ABD31091-1	Chromosome	1942583	1942966	-	384	0	0	0
ABD31092-1	Chromosome	1942978	1943325	-	348	0	0	0
ABD31093-1	Chromosome	1943325	1943627	-	303	0	0	0
ABD31094-1	Chromosome	1943624	1943956	-	333	0	0	0
ABD31095-1	Chromosome	1943965	1944252	-	288	0	0	0
ABD31096-1	Chromosome	1944274	1945248	-	975	0	0	0
ABD31097-1	Chromosome	1945262	1945882	-	621	0	0	0
ABD31098-1	Chromosome	1945991	1946161	-	171	0	0	0
ABD31099-1	Chromosome	1946234	1947229	-	996	0	0	0
ABD31100-1	Chromosome	1947236	1948771	-	1536	0	0	0
ABD31101-1	Chromosome	1948782	1950059	-	1278	0	0	0
ABD31102-1	Chromosome	1950046	1950486	-	441	0	0	0
ABD31103-1	Chromosome	1950673	1951095	-	423	0	0	0
ABD31104-1	Chromosome	1951119	1951265	-	147	0	0	0
ABD31105-1	Chromosome	1951266	1951454	-	189	0	0	0
ABD31106-1	Chromosome	1951442	1951642	-	201	0	0	0
ABD31107-1	Chromosome	1951617	1951805	-	189	0	0	0
ABD31108-1	Chromosome	1951802	1952047	-	246	0	0	0
ABD31109-1	Chromosome	1952084	1952620	-	537	0	0	0
ABD31110-1	Chromosome	1952586	1952828	-	243	0	0	0
ABD31111-1	Chromosome	1952825	1953070	-	246	0	0	0
ABD31112-1	Chromosome	1953085	1953333	-	249	0	0	0
ABD31113-1	Chromosome	1953334	1953693	-	360	0	0	0
ABD31114-1	Chromosome	1953694	1953963	-	270	0	0	0
ABD31115-1	Chromosome	1953964	1954149	-	186	0	0	0
ABD31116-1	Chromosome	1954154	1954558	-	405	0	0	0
ABD31117-1	Chromosome	1954569	1954790	-	222	0	0	0
ABD31118-1	Chromosome	1954794	1955009	-	216	0	0	0
ABD31119-1	Chromosome	1955006	1956247	-	1242	0	0	0
ABD31120-1	Chromosome	1956244	1956600	-	357	0	0	0
ABD31121-1	Chromosome	1956600	1957406	-	807	0	0	0
ABD31122-1	Chromosome	1957378	1958070	-	693	0	0	0
ABD31123-1	Chromosome	1958083	1958583	-	501	0	0	0
ABD31124-1	Chromosome	1958667	1959446	-	780	0	0	0
ABD31125-1	Chromosome	1959447	1959983	-	537	0	0	0
ABD31126-1	Chromosome	1959996	1960316	-	321	0	0	0
ABD31127-1	Chromosome	1960237	1960566	-	330	0	0	0
ABD31128-1	Chromosome	1960656	1960817	-	162	0	0	0
ABD31129-1	Chromosome	1960810	1961094	-	285	0	0	0
ABD31130-1	Chromosome	1961045	1961494	-	450	0	0	0
ABD31131-1	Chromosome	1961536	1961760	-	225	0	0	0
ABD31132-1	Chromosome	1961761	1962552	-	792	0	0	0
ABD31133-1	Chromosome	1962709	1963017	-	309	0	0	0
ABD31134-1	Chromosome	1963032	1963250	-	219	0	0	0
ABD31135-1	Chromosome	1963392	1964111	+	720	0	0	0
ABD31136-1	Chromosome	1964181	1964348	+	168	0	0	0
ABD31137-1	Chromosome	1964508	1964693	+	186	0	0	0
ABD31138-1	Chromosome	1964729	1965634	+	906	0	0	0
ABD31139-1	Chromosome	1965571	1965771	-	201	0	0	0
ABD31140-1	Chromosome	1965883	1966929	+	1047	0	0	0
ABD31141-1	Chromosome	1966974	1968119	+	1146	1	1	2
ABD31142-1	Chromosome	1968379	1968909	-	531	1	1	6
ABD31143-1	Chromosome	1968999	1970255	-	1257	3	8	14
ABD31144-1	Chromosome	1970258	1970458	-	201	0	1	1
ABD31145-1	Chromosome	1970605	1971069	+	465	1	3	3
ABD31146-1	Chromosome	1971076	1971351	+	276	3	2	10
ABD31147-1	Chromosome	1971629	1972846	+	1218	8	1	2
ABD31148-1	Chromosome	1972962	1973591	-	630	2	4	4
ABD31149-1	Chromosome	1973581	1974624	-	1044	2	3	5
ABD31150-1	Chromosome	1974621	1975322	-	702	0	0	1
ABD31151-1	Chromosome	1975337	1975723	-	387	0	2	0
ABD31152-1	Chromosome	1975940	1976698	-	759	3	3	5
ABD32062-1	Chromosome	1976772	1976960	-	189	0	0	1
ABD31153-1	Chromosome	1977226	1978212	+	987	1	0	0
ABD31154-1	Chromosome	1978643	1979056	-	414	2	0	1
ABD31155-1	Chromosome	1979085	1979195	-	111	0	0	0
ABD31156-1	Chromosome	1979281	1980012	-	732	10	3	8
ABD31157-1	Chromosome	1980014	1981327	-	1314	13	0	9
ABD31158-1	Chromosome	1981619	1982119	+	501	12	7	9
ABD31159-1	Chromosome	1982201	1982293	-	93	1	1	1
ABD31160-1	Chromosome	1982508	1983062	+	555	3	0	3
ABD31161-1	Chromosome	1983130	1984170	-	1041	1	0	1
ABD31162-1	Chromosome	1984447	1984977	-	531	2	0	2
ABD31163-1	Chromosome	1985147	1986508	-	1362	0	1	1
ABD31164-1	Chromosome	1986589	1987536	-	948	0	1	6
ABD31165-1	Chromosome	1988119	1988265	-	147	0	0	0
ABD31166-1	Chromosome	1988305	1989732	-	1428	3	22	55
ABD31167-1	Chromosome	1989745	1991202	-	1458	5	16	35
ABD31168-1	Chromosome	1991204	1991506	-	303	0	3	17
ABD31169-1	Chromosome	1991873	1993411	+	1539	0	4	5
ABD31170-1	Chromosome	1993500	1994699	-	1200	4	3	10
ABD31171-1	Chromosome	1994712	1996715	-	2004	3	4	10
ABD31172-1	Chromosome	1996719	1998911	-	2193	2	4	7
ABD31173-1	Chromosome	1998908	1999600	-	693	0	1	5
ABD31174-1	Chromosome	1999772	2000074	-	303	0	5	7
ABD31175-1	Chromosome	2000183	2001478	-	1296	3	8	18
ABD31176-1	Chromosome	2002339	2003505	+	1167	0	0	3
ABD31177-1	Chromosome	2003536	2003862	+	327	0	0	1
ABD31178-1	Chromosome	2004154	2004327	-	174	0	0	1
ABD31179-1	Chromosome	2004308	2004910	-	603	1	0	3
ABD31180-1	Chromosome	2005181	2006002	-	822	1	2	3
ABD31181-1	Chromosome	2005995	2007437	-	1443	1	1	1
ABD31182-1	Chromosome	2007648	2008724	+	1077	1	0	1
ABD31183-1	Chromosome	2008744	2009538	+	795	2	4	1
ABD31184-1	Chromosome	2009610	2009717	+	108	0	0	0
ABD31185-1	Chromosome	2009728	2011290	-	1563	1	2	1
ABD31186-1	Chromosome	2011495	2012592	-	1098	0	0	0
ABD31187-1	Chromosome	2012964	2013524	+	561	2	5	10
ABD31188-1	Chromosome	2013577	2014506	+	930	5	16	26
ABD31189-1	Chromosome	2014701	2014874	-	174	0	0	0
ABD31190-1	Chromosome	2014926	2016305	+	1380	0	5	4
ABD31191-1	Chromosome	2016425	2017453	-	1029	0	2	6
ABD31192-1	Chromosome	2017723	2018124	+	402	1	1	0
